Project,Type,Severity,Status,Rule,Message,Component,Line,Created,URL,Action,Resolution,Comment,Reviewer
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1752,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWi,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1757,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWj,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1762,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWk,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1767,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWl,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1772,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWm,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1777,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWn,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1782,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWo,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1787,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWp,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1792,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWq,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1797,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWr,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1802,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWs,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1807,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWt,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1812,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWu,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1817,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWv,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1822,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWw,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1827,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWx,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1832,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWy,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1837,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDWz,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1842,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW0,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1847,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW1,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1852,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW2,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1857,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW3,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1862,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW4,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1867,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW5,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1872,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW6,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1877,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW7,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1882,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW8,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1887,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW9,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1892,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW-,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1897,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDW_,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1902,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXA,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1907,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXB,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1912,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXC,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1917,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXD,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1922,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXE,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1927,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXF,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1932,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXG,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1937,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXH,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1942,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXI,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1947,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXJ,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1952,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXK,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1957,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXL,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1962,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXM,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1967,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXN,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1972,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXO,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1977,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXP,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1982,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXQ,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1987,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXR,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1992,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXS,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,1997,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXT,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2002,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXU,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2007,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXV,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2012,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXW,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2017,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXX,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2022,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXY,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2027,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXZ,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2032,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXa,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2037,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXb,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2042,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXc,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2047,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXd,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2052,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXe,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2057,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXf,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,2062,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDXg,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
